,Question,Answer
297,How can resident Lock UID?,"For Locking UID, Resident should have 16 digit VID number and it's a pre-requisite for locking. If resident don't have VID can generate via SMS Service or UIDAI website (www.myaadhaar.uidai.gov.in).
SMS Service. GVID space last 4 or 8 digit of UID. SMS to 1947. Ex- GVID 1234.
Resident may visit UIDAI website (https://resident.uidai.gov.in/aadhaar-lockunlock), Under My Aadhaar tab, Click on Aadhaar Lock & Unlock services. Select UID Lock Radio Button and enter UID Number, Full Name, and Pin Code as in latest details and enter Security code. Click on Send OTP or select TOTP and click on submit. Your UID will be locked successfully."
298,How can resident Unlock UID?,"For Unlocking UID resident should have latest 16 digit VID and if resident forgot 16 digit VID he can retrieve latest VID through SMS services
RVID Space last 4 or 8 digit of UID. SMS to 1947. Ex- RVID 1234
To unlock UID, resident may visit UIDAI website (https://resident.uidai.gov.in/aadhaar-lockunlock), select Unlock radio button, Enter Latest VID and security Code and click on send OTP or select TOTP and click on Submit. Your UID will be unlocked successfully. Resident may also use Aadhaar lock or unlock service through mAadhaar app."
299,I forgot my VID. How can I get it after locking UID?,"After Locking UID if resident forgot VID, Resident can make use of SMS service to Retrieve 16 digit VID. Resident will receive VID on his/her register mobile number.
Send SMS to 1947 from Aadhaar Register mobile number, RVID Space last 4 or 8 digit of UID.
Ex:- RVID 1234"
300,What is Aadhaar SMS Service? ,"Unique Identification Authority of India (UIDAI) has introduced a service called “Aadhaar Services on SMS” which enables Aadhaar Number holders, who do not have access to internet/resident portal/m-Aadhaar etc. to use various Aadhaar services like Virtual ID generation/retrieval, Aadhaar lock/unlock etc. through SMS.

Resident can avail Aadhaar Service by sending SMS from Registered Mobile to 1947.
Resident can perform VID Generation/Retrieval, Lock/Unlock Aadhaar Number etc. by sending an SMS in the given format to 1947 from their registered mobile number.
For More details on Virtual ID (VID) please visit: https://uidai.gov.in/contact-support/have-any-question/284-faqs/aadhaar-online-services/virtual-id-vid.html"
301,Do I need to generate OTP for all Aadhaar SMS services?,"OTP Auhtentication is must for Aadhaar Lock/unlock and Biometric Lock/unlock Function. You don’t need OTP for VID Generation & Retrieval function.
To get OTP send SMS -> GETOTPLAST 4 or 8 DIGITs of Aadhaar Number 
Example - GETOTP 1234."
302,How to Lock/Unlock Aadhaar Number with SMS service?,"For Locking Aadhaar Number:
Send OTP request as -> GETOTPLAST 4 or 8 DIGITs of Aadhaar Number Then send Locking Request as -> LOCKUIDLast 4 or 8 DIGIT of Aadhaar Number6 DIGIT OTP
You will get a confirmation message for your request. Once it is locked you will not be able to perform any form of Authentication (Biometric, Demographic or OTP) using your Aadhaar Number. However, you can still use your latest Virtual ID for performing Authentication.
For Un-Locking Aadhaar Number you must have your latest Virtual ID.
Send OTP request with last 6 or 10 DIGITs of Virtual ID number as ->
GETOTPLAST 6 or 10 DIGITs Virtual ID 
Then send Unlocking Request as -> UNLOCKUIDLAST 6 or 10 DIGIT Virtual ID 6 DIGIT OTP"
303,My SMS is not being sent. What should I do?,"Please check if your SMS service is working properly. In case of any issue with respect to the SMS not being sent, kindly contact your telecom service provider. It may be a case of bad network or non-functioning SMS service or low Balance etc"
304,How Aadhaar PVC Card is different from Aadhaar Letter?,Aadhaar letter is laminated paper based document issued to the Aadhaar number holders after enrolment or update.  Aadhaar PVC Card is PVC based durable and easy to carry card with multiple security features.  Aadhaar PVC card is equally valid.
305,How many days will it take to receive “Aadhaar PVC Card” after creating successful request?,"After receiving order for Aadhaar PVC Card from the Aadhaar number holder, UIDAI  hands over printed Aadhaar Card to DoP within 5 working days (excluding the date of request). Aadhaar PVC Card is delivered via SPEED POST Service of India Post in line with existing delivery norms to the address registered  in aadhaar database. An Aadhaar Number holder may track delivery status using DoP Tracking Services on https://www.indiapost.gov.in/_layouts/15/dop.portal.tracking/trackconsignment.aspx"
306,What are the different forms of Aadhaar and what are their features?,"The different forms of Aadhaar are Aadhaar Letter, Aadhaar PVC card, eAadhaar and mAadhaar. All forms of Aadhaar are equally valid and acceptable."
307,Can I choose to have and use any form of Aadhaar?,Yes.
308,What is “Order Aadhaar PVC Card” service?,“Order Aadhaar PVC Card” is an online service launched by UIDAI which facilitates the Aadhaar holder to get their Aadhaar details printed on PVC card by paying nominal charges.
309,What are the security features of “Aadhaar PVC Card”?,This card contains security features like: 1. Tamper proof QR Code 2. Hologram 3. Micro text 4. Ghost image 5. Issue Date & Print Date 6. Guilloche Pattern 7. Embossed Aadhaar Logo
310,What are the charges to be paid for “Aadhaar PVC Card”?,Charges to be paid are Rs.50/- (Inclusive of GST & speed post charges).
311,How one can raise the request for “Aadhaar PVC Card”?,"""Aadhaar PVC Card"" request can be raised by visiting the UIDAI Official Website (https://www.uidai.gov.in or https://myaadhaar.uidai.gov.in/genricPVC ) or mAadhaar application."
312,How to raise request using Registered Mobile Number?,"Please Visit https://uidai.gov.in or  https://myaadhaar.uidai.gov.in/genricPVC Click on “Order Aadhaar Card” Service.
Enter your 12 digit Aadhaar Number (UID) or 16 digit Virtual Identification Number (VID) or 28 digits Enrollment ID.
Enter the security code
If you have TOTP, choose option “I have TOTP” by clicking in check box else Click on “Request OTP” button.
Enter OTP/TOTP received on registered mobile number.
Click on the check box against “Terms and Conditions”. (Note: Click on hyper link to see details).
Click on “Submit” Button to complete OTP/TOTP verification.
On next screen, preview of the Aadhaar details will appear for verification by resident before placing the order for reprint.
Click on “Make payment”. You will be re-directed to Payment Gateway page with payment options as Credit/Debit Card, Net banking and UPI.
After successful payment, receipt will get generated having digital signature which can be downloaded by resident in PDF format. Resident will also get the Service Request Number via SMS.
Resident can track the status of SRN till dispatch of Aadhaar Card on Check Aadhaar Card Status.
SMS containing AWB number will also be sent once dispatched from DoP. Resident can further track delivery status by visiting DoP website."
313,How to raise request using Non-Registered/Alternate Mobile Number?,"Please Visit https://uidai.gov.in or Click on “Order Aadhaar Card” Service or mAadhaar applicationEnter your 12 digit Aadhaar Number (UID) or or 28 digits Enrollment ID.Enter the security codeClick on check box “If you do not have a registered mobile number, please check in the box”.Please enter Non-Registered / Alternate Mobile Number. Preview will not be available for residents ordering using non-registered mobile number.Rest of the steps for ordering remains the same."
314,Which modes are available to make the payment?,"Presently, following online payment modes are available for making payment:-
Credit CardDebit CardNet BankingUPIPaytm"
315,What is SRN?,SRN is 14 digits Service Request Number which is generated after raising request for Aadhaar update. It will be generated once you start submitting the request. Till the completion of the transaction 'resume' option shall be available.
316,What is AWB number?,Airway Bill Number is the tracking number that is generated by DoP i.e. India Speed Post for the assignment/product that they deliver.
317,What if Aadhaar Number holder wants to get the Aadhaar PVC Card printed with the details different from existing details on Aadhaar?,"If Aadhaar number holder wants some changes in the details of printed Aadhaar letter or PVC Card, then he/she first need to update their Aadhaar by visiting Enrollment Center or MyAadhaar portal (depending on update) and then raise the request for Aadhaar PVC Card only after update is successful"
318,Why should I update documents in my Aadhaar?,"You may update the documents in your Aadhaar database for better service delivery and accurate Aadhaar based authentication. Therefore, updating recent identity and address documents is in the interest of the Aadhaar number holder."
319,What documents can I submit to update document in Aadhaar?,"To update document, you have to submit your Proof of Identity (POI) and Proof of Address (POA).
Some common documents accepted as both POI and POA:Ration cardVoter identity cardBhamashah, Domicile Certificate, Resident Certificate, Jan-Aadhaar, MGNREGA/ NREGS Job Card, Labour Card etc.Indian passportPassbook with photograph issued by Public Sector Bank along with certificate by branch manager/incharge
Some common documents accepted as POI only:
School leaving certificate / school transfer certificate with photographMarksheet/certificate issued by recognised Board of Education or University with photographPAN/e-PAN cardCGHS CardDriving license
Some common documents accepted as POA only:
Electricity, water, gas or telephone/mobile/broadband bill (not more than three months old)Duly signed and stamped Scheduled Commercial Bank / Post Office passbook with photographDuly signed and stamped Scheduled Commercial Bank / Post Office account/credit-card statement (not more than three months old)Valid rent, lease or leave & licence agreementCertificate issued in UIDAI Standard Certificate format by designated officersProperty tax receipt (not more than one year old)Detailed list of supporting documents is available at - List of Supporting Document"
320,How can I submit the documents online?,"Please visit MyAadhaar Portal, and log in using your Aadhaar number and one-time password (OTP) received on your registered mobile number.
List of supporting documents is available at - List of Supporting Document"
321,"If the address displayed in my profile does not match with my current address, what should I do?",You can update your address online through myAadhaar portal or by visiting any Aadhaar Enrolment Centre by enrolling with valid POA document.
322,"If any demographic detail (name, gender or date of birth) does not match my actual identity details, what should I do?",You can update any demographic details in Aadhaar by visiting any Aadhaar Enrolment centre
323,"If I want to submit documents through Aadhaar enrolment centre, how can I locate an Aadhaar centre?","Please go to Bhuvan Aadhaar PortalFor locating nearby Aadhaar centres, click on the ‘Centres Nearby’ tab. Enter your location details to view nearby Aadhaar centres.For locating the Aadhaar centres within your PIN code area, click on the ‘Search by PIN Code’ tab. Enter your area PIN code to view Aadhaar centres in that area."
324,What is the charge for submitting the documents?,"For submission of documents at an Aadhaar centre, the applicable charge is Rs. 50.Submission of documents may also be done through myAadhaar portal."
325,By when should I submit the documents? ,"Aadhaar number holders are suggested to update documents in Aadhaar at least once in 10 years. Once you receive any communication in this regard, it is suggested to update the documents at an early date."
326,I am a non-resident Indian (NRI). How can I submit the documents?,"You can submit the documents whenever you are in India, through online or by visiting Aadhaar Centre."
327,How can I submit the documents?,"The documents can be submitted online through  MyAadhaar Portal or at any Aadhaar Enrolment Centre. For a tutorial video in this regard, please click here https://www.youtube.com/watch?v=1jne0KzFcF8"
