,Unnamed: 0,Question,Answer,lang,portal,instruction
312,312,How to raise request using Registered Mobile Number?,"Please Visit https://uidai.gov.in or  https://myaadhaar.uidai.gov.in/genricPVC Click on “Order Aadhaar Card” Service.
Enter your 12 digit Aadhaar Number (UID) or 16 digit Virtual Identification Number (VID) or 28 digits Enrollment ID.
Enter the security code
If you have TOTP, choose option “I have TOTP” by clicking in check box else Click on “Request OTP” button.
Enter OTP/TOTP received on registered mobile number.
Click on the check box against “Terms and Conditions”. (Note: Click on hyper link to see details).
Click on “Submit” Button to complete OTP/TOTP verification.
On next screen, preview of the Aadhaar details will appear for verification by resident before placing the order for reprint.
Click on “Make payment”. You will be re-directed to Payment Gateway page with payment options as Credit/Debit Card, Net banking and UPI.
After successful payment, receipt will get generated having digital signature which can be downloaded by resident in PDF format. Resident will also get the Service Request Number via SMS.
Resident can track the status of SRN till dispatch of Aadhaar Card on Check Aadhaar Card Status.
SMS containing AWB number will also be sent once dispatched from DoP. Resident can further track delivery status by visiting DoP website.",english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
313,313,How to raise request using Non-Registered/Alternate Mobile Number?,"Please Visit https://uidai.gov.in or Click on “Order Aadhaar Card” Service or mAadhaar applicationEnter your 12 digit Aadhaar Number (UID) or or 28 digits Enrollment ID.Enter the security codeClick on check box “If you do not have a registered mobile number, please check in the box”.Please enter Non-Registered / Alternate Mobile Number. Preview will not be available for residents ordering using non-registered mobile number.Rest of the steps for ordering remains the same.",english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
314,314,Which modes are available to make the payment?,"Presently, following online payment modes are available for making payment:-
Credit CardDebit CardNet BankingUPIPaytm",english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
315,315,What is SRN?,SRN is 14 digits Service Request Number which is generated after raising request for Aadhaar update. It will be generated once you start submitting the request. Till the completion of the transaction 'resume' option shall be available.,english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
316,316,What is AWB number?,Airway Bill Number is the tracking number that is generated by DoP i.e. India Speed Post for the assignment/product that they deliver.,english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
317,317,What if Aadhaar Number holder wants to get the Aadhaar PVC Card printed with the details different from existing details on Aadhaar?,"If Aadhaar number holder wants some changes in the details of printed Aadhaar letter or PVC Card, then he/she first need to update their Aadhaar by visiting Enrollment Center or MyAadhaar portal (depending on update) and then raise the request for Aadhaar PVC Card only after update is successful",english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
318,318,Why should I update documents in my Aadhaar?,"You may update the documents in your Aadhaar database for better service delivery and accurate Aadhaar based authentication. Therefore, updating recent identity and address documents is in the interest of the Aadhaar number holder.",english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
319,319,What documents can I submit to update document in Aadhaar?,"To update document, you have to submit your Proof of Identity (POI) and Proof of Address (POA).
Some common documents accepted as both POI and POA:Ration cardVoter identity cardBhamashah, Domicile Certificate, Resident Certificate, Jan-Aadhaar, MGNREGA/ NREGS Job Card, Labour Card etc.Indian passportPassbook with photograph issued by Public Sector Bank along with certificate by branch manager/incharge
Some common documents accepted as POI only:
School leaving certificate / school transfer certificate with photographMarksheet/certificate issued by recognised Board of Education or University with photographPAN/e-PAN cardCGHS CardDriving license
Some common documents accepted as POA only:
Electricity, water, gas or telephone/mobile/broadband bill (not more than three months old)Duly signed and stamped Scheduled Commercial Bank / Post Office passbook with photographDuly signed and stamped Scheduled Commercial Bank / Post Office account/credit-card statement (not more than three months old)Valid rent, lease or leave & licence agreementCertificate issued in UIDAI Standard Certificate format by designated officersProperty tax receipt (not more than one year old)Detailed list of supporting documents is available at - List of Supporting Document",english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
320,320,How can I submit the documents online?,"Please visit MyAadhaar Portal, and log in using your Aadhaar number and one-time password (OTP) received on your registered mobile number.
List of supporting documents is available at - List of Supporting Document",english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
321,321,"If the address displayed in my profile does not match with my current address, what should I do?",You can update your address online through myAadhaar portal or by visiting any Aadhaar Enrolment Centre by enrolling with valid POA document.,english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
322,322,"If any demographic detail (name, gender or date of birth) does not match my actual identity details, what should I do?",You can update any demographic details in Aadhaar by visiting any Aadhaar Enrolment centre,english,aadhar,Provide an accurate and concise response to the following question related to aadhar in english.
